code	name_ar	name_fr	name_en	wilaya_code
1823	خيري واد عجول	KHIRI OUED ADJOUL	KHIRI OUED ADJOUL	18
3901	الوادي	EL-OUED	EL-OUED	39
4126	الزوابي	ZOUABI	ZOUABI	41
2119	سيدي مزغيش	SIDI MEZGHICHE	SIDI MEZGHICHE	21
2612	أولاد إبراهيم	OULED BRAHIM	OULED BRAHIM	26
4309	بن يحي عبد الرحمن	BENYAHIA ABDERRAHMANE	BENYAHIA ABDERRAHMANE	43
612	سمعون	SMAOUN	SMAOUN	6
2813	عين الخضراء	AIN KHADRA	AIN KHADRA	28
722	ليوة	LIOUA	LIOUA	7
3006	بلدة اعمر	BLIDET AMOR	BLIDET AMOR	30
421	بئر الشهداء	BIR CHOUHADA	BIR CHOUHADA	4
219	سنجاس	SENDJAS	SENDJAS	2
1609	بئر مراد رايس	BIR MOURAD RAIS	BIR MOURAD RAIS	16
2824	بن سرور	BEN SROUR	BEN SROUR	28
1411	السبت	SEBT	SEBT	14
1513	أيت شافع	AIT-CHAFAA	AIT-CHAFAA	15
717	القنطرة	EL KANTARA	EL KANTARA	7
4817	المطمر	EL-MATMAR	EL-MATMAR	48
1931	بازر سكرة	BAZER-SAKRA	BAZER-SAKRA	19
4016	أولاد رشاش	OULED RECHACHE	OULED RECHACHE	40
4013	بابار	BABAR	BABAR	40
818	كرزاز	KERZAZ	KERZAZ	8
1342	بني بهدل	BENI BAHDEL	BENI BAHDEL	13
1327	مغنية	MAGHNIA	MAGHNIA	13
2943	الشرفاء	CHORFA	CHORFA	29
2719	بوقيراط	BOUGUIRAT	BOUGUIRAT	27
1318	باب العسة	BAB EL ASSA	BAB EL ASSA	13
3414	ثنية النصر	TENIET EN NASR	TENIET EN NASR	34
111	زاوية كنتة	ZAOUIET KOUNTA	ZAOUIET KOUNTA	1
3610	بريحان	BERRIHANE	BERRIHANE	36
4422	برج الأمير خالد	BORDJ-EMIR-KHALED	BORDJ-EMIR-KHALED	44
912	موزاية	MOUZAIA	MOUZAIA	9
4434	الماين	EL-MAINE	EL-MAINE	44
1526	مكيرة	M'KIRA	M'KIRA	15
622	أوقاس	AOKAS	AOKAS	6
1633	الكاليتوس	LES EUCALYPTUS	LES EUCALYPTUS	16
1624	الحمامات	HAMMAMET	HAMMAMET	16
2642	أم الجليل	OUM EL DJELLIL	OUM EL DJELLIL	26
510	القيقبة	GUIGBA	GUIGBA	5
221	وادي سلي	OUED SLY	OUED SLY	2
4811	عمي موسى	AMMI MOUSSA	AMMI MOUSSA	48
4801	غليزان	RELIZANE	RELIZANE	48
210	أولاد فارس	OULED FARES	OULED FARES	2
2502	حامة بوزيان	HAMMA BOUZIANE	HAMMA BOUZIANE	25
2913	فروحة	FROHA	FROHA	29
3405	المهير	EL M'HIR	EL M'HIR	34
727	برج بن عزوز	BORDJ BEN AZZOUZ	BORDJ BEN AZZOUZ	7
2106	عين شرشار	AIN CHARCHAR	AIN CHARCHAR	21
821	بني ونيف	BENI-OUNIF	BENI-OUNIF	8
1336	بني وارسوس	BENI OUARSOUS	BENI OUARSOUS	13
1037	أمشدالة	M CHEDALLAH	M CHEDALLAH	10
3519	بوزقزة قدارة	BOUZEGZA KEDDARA	BOUZEGZA KEDDARA	35
808	بن يخلف	BENI-IKHLEF	BENI-IKHLEF	8
4702	المنيعة	EL MENIAA	EL MENIAA	47
1612	بئر خادم	BIRKHADEM	BIRKHADEM	16
2826	الحوامد	EL HOUAMED	EL HOUAMED	28
1957	واد البارد	OUED EL BARED	OUED EL BARED	19
1015	الهاشمية	EL HACHIMIA	EL HACHIMIA	10
4318	سيدي مروان	SIDI MEROUANE	SIDI MEROUANE	43
1938	تيزي نبشار	TIZI N'BECHAR	TIZI N'BECHAR	19
3509	يسر	ISSER	ISSER	35
2312	التريعات	TREAT	TREAT	23
112	أولف	AOULEF	AOULEF	1
1219	الونزة	OUENZA	OUENZA	12
1209	نقرين	NEGRINE	NEGRINE	12
1013	الأخضرية	LAKHDARIA	LAKHDARIA	10
2729	تزقايت	TAZGAIT	TAZGAIT	27
552	شير	CHIR	CHIR	5
2722	ماسرة	MESRA	MESRA	27
2841	عين الملح	AIN EL MELH	AIN EL MELH	28
1918	عين الحجر	AIN LAHDJAR	AIN LAHDJAR	19
1417	سي عبد الغني	SI ABDELGHANI	SI ABDELGHANI	14
3813	عماري	AMMARI	AMMARI	38
504	مروانة	MEROUANA	MEROUANA	5
4008	بوحمامة	BOUHMAMA	BOUHMAMA	40
2237	وادي السبع	OUED SEBAA	OUED SEBAA	22
3919	بن  قشة	BEN GUECHA	BEN GUECHA	39
4614	المالح	EL MALEH	EL MALEH	46
713	الحوش	EL HAOUCH	EL HAOUCH	7
1930	بوعنداس	BOUANDAS	BOUANDAS	19
1647	بابا حسن	BABA HASSEN	BABA HASSEN	16
1909	بني شبانة	BENI CHEBANA	BENI CHEBANA	19
2660	حناشة	HANNACHA	HANNACHA	26
2309	عين الباردة	AIN EL BERDA	AIN EL BERDA	23
207	بني حواء	BENI HAOUA	BENI HAOUA	2
2427	هواري بومدين	HOUARI BOUMEDIENNE	HOUARI BOUMEDIENNE	24
1904	أولاد سي أحمد	OULED SI AHMED	OULED SI AHMED	19
2102	عين زويت	AIN ZOUIT	AIN ZOUIT	21
1104	عين قزام	AIN GUEZZAM	AIN GUEZZAM	11
4402	مليانة	MILIANA	MILIANA	44
2657	العوينات	EL OUINET	EL OUINET	26
2301	عنابة	ANNABA	ANNABA	23
1001	البويرة	BOUIRA	BOUIRA	10
1109	عين امقل	AIN AMGUEL	AIN AMGUEL	11
4820	وادي السلام	OUED ESSALEM	OUED ESSALEM	48
1734	عمورة	AMOURAH	AMOURAH	17
2626	سيدي نعمان	SIDI NAAMANE	SIDI NAAMANE	26
4833	الحاسي	EL HASSI	EL HASSI	48
1514	فريقات	FRIKAT	FRIKAT	15
3110	العنصر	EL ANCOR	EL ANCOR	31
4329	العياضي برباس	El Ayadi Barbes	El Ayadi Barbes	43
4310	وادي النجاء	OUED ENDJA	OUED ENDJA	43
4011	ششار	CHECHAR	CHECHAR	40
4508	جنين بورزق	DJENIENNE BOUREZG	DJENIENNE BOUREZG	45
1947	أولاد صابر	OULED SABOR	OULED SABOR	19
509	نقاوس	N GAOUS	N GAOUS	5
304	سيدي مخلوف	SIDI MAKHLOUF	SIDI MAKHLOUF	3
413	هنشير تومغني	HANCHIR TOUMGHANI	HANCHIR TOUMGHANI	4
3809	برج الأمير عبد القادر	BORDJ EL EMIR ABDELKADER	BORDJ EL EMIR ABDELKADER	38
2652	تابلاط	TABLAT	TABLAT	26
419	الفجوج بوغرارة سعودي	EL FEDJOUDJ BOUGHRARA SA	EL FEDJOUDJ BOUGHRARA SA	4
3816	الأربعاء	LARBAA	LARBAA	38
114	تامنطيط	TAMANTIT	TAMANTIT	1
2835	بن زوه	BENZOUH	BENZOUH	28
2105	جندل سعدي محمد	DJENDEL SAADI MOHAMED	DJENDEL SAADI MOHAMED	21
603	فرعون	FERAOUN	FERAOUN	6
1324	بن سكران	BENSEKRANE	BENSEKRANE	13
1040	أولاد راشد	OULED RACHED	OULED RACHED	10
607	تيمزريت	TIMEZRIT	TIMEZRIT	6
3805	بني شعيب	BENI CHAIB	BENI CHAIB	38
1626	جسر قسنطينة	DJASR KASENTINA	DJASR KASENTINA	16
2117	زردازة	ZERDEZAS	ZERDEZAS	21
2608	دراق	DERRAG	DERRAG	26
1811	السطارة	SETTARA	SETTARA	18
3531	خميس الخشنة	KHEMIS EL KHECHNA	KHEMIS EL KHECHNA	35
1008	أيت لعزيز	AIT LAAZIZ	AIT LAAZIZ	10
3608	بوثلجة	BOUTELDJA	BOUTELDJA	36
4814	جديوية	DJIDIOUIA	DJIDIOUIA	48
401	أم البواقي	OUM EL BOUAGHI	OUM EL BOUAGHI	4
804	المريجة	MERIDJA	MERIDJA	8
119	اقبلي	AKABLI	AKABLI	1
4403	بومدفع	BOUMEDFAA	BOUMEDFAA	44
4320	دراحي بوصلاح	DERRAHI BOUSSELAH	DERRAHI BOUSSELAH	43
1323	تيرني بني هديل	TERNY BENI HEDIEL	TERNY BENI HEDIEL	13
1701	الجلفة	DJELFA	DJELFA	17
2710	سيدي بلعطار	SIDI BELAATTAR	SIDI BELAATTAR	27
2401	قالمة	GUELMA	GUELMA	24
4505	سفيسيفة	SFISSIFA	SFISSIFA	45
1524	واقنون	OUAGUENOUN	OUAGUENOUN	15
1822	بودريعة بني  ياجيس	BOUDRIA BENIYADJIS	BOUDRIA BENIYADJIS	18
122	بودة	BOUDA	BOUDA	1
2011	المعمورة	MAAMORA	MAAMORA	20
4114	بئر بوحوش	BIR BOUHOUCHE	BIR BOUHOUCHE	41
1608	وادي قريش	OUED KORICHE	OUED KORICHE	16
3434	حرازة	HARAZA	HARAZA	34
905	أولاد يعيش	OULED YAICH	OULED YAICH	9
519	عين جاسر	AIN DJASSER	AIN DJASSER	5
1816	بوراوي بلهادف	BOURAOUI BELHADEF	BOURAOUI BELHADEF	18
4003	قايس	KAIS	KAIS	40
1340	ندرومة	NEDROMA	NEDROMA	13
615	اغرم	IGHRAM	IGHRAM	6
3614	شحاني	CHIHANI	CHIHANI	36
3929	أم الطيور	OUM TOUYOUR	OUM TOUYOUR	39
124	طالمين	TALMINE	TALMINE	1
1564	تادمايت	TADMAIT	TADMAIT	15
4406	عريب	ARIB	ARIB	44
4006	عين الطويلة	AIN TOUILA	AIN TOUILA	40
1419	جبيلات الرصفاء	DJEBILET ROSFA	DJEBILET ROSFA	14
554	زانة البيضاء	ZANET EL BEIDA	ZANET EL BEIDA	5
1206	الحويجبات	EL-HOUIDJBET	EL-HOUIDJBET	12
2839	مناعة	MENAA	MENAA	28
1606	بولوغين بن زيري	BOLOGHINE IBNOU ZIRI	BOLOGHINE IBNOU ZIRI	16
1308	السواني	SOUANI	SOUANI	13
2908	سيدي قادة	SIDI KADA	SIDI KADA	29
422	قصر الصباحي	KSAR SBAHI	KSAR SBAHI	4
2818	سيدي هجرس	SIDI HADJERES	SIDI HADJERES	28
2629	وادي حربيل	OUED HARBIL	OUED HARBIL	26
2227	سيدي خالد	SIDI KHALED	SIDI KHALED	22
2804	أولاد دراج	OULED DERRADJ	OULED DERRADJ	28
1932	حمام السخنة	HAMAM SOUKHNA	HAMAM SOUKHNA	19
4118	عين سلطان	AIN SOLTANE	AIN SOLTANE	41
3222	سيدي طيفور	SIDI TIFFOUR	SIDI TIFFOUR	32
522	عين ياقوت	AIN YAGOUT	AIN YAGOUT	5
3111	وادي تليلات	OUED TLELAT	OUED TLELAT	31
2431	بومهرة أحمد	BOUMAHRA AHMED	BOUMAHRA AHMED	24
2633	السواقي	SOUAGUI	SOUAGUI	26
321	وادي مرة	OUED MORRA	OUED MORRA	3
709	الدوسن	DOUCEN	DOUCEN	7
1002	الأسنام	EL ASNAM	EL ASNAM	10
4819	عين طارق	AIN-TAREK	AIN-TAREK	48
2116	الحروش	EL ARROUCH	EL ARROUCH	21
1348	بني خلاد	BENI KHELLAD	BENI KHELLAD	13
4014	طامزة	TAMZA	TAMZA	40
4619	العامرية	EL AMRIA	EL AMRIA	46
4830	بني زنطيس	BENI ZENTIS	BENI ZENTIS	48
3007	تبسبست	TEBESBEST	TEBESBEST	30
1418	عين الحديد	AIN EL HADID	AIN EL HADID	14
2936	مقطع الدوز	MOCTA-DOUZ	MOCTA-DOUZ	29
1431	الناظورة	NADORAH	NADORAH	14
923	قرواو	GUERROUAOU	GUERROUAOU	9
2805	تارمونت	TARMOUNT	TARMOUNT	28
1713	مليليحة	M'LILIHA	M'LILIHA	17
1705	عين معبد	AIN MAABED	AIN MAABED	17
1631	المغارية	EL MAGHARIA	EL MAGHARIA	16
2815	بلعايبة	BELAIBA	BELAIBA	28
1711	الخميس	EL KHEMIS	EL KHEMIS	17
4116	أم العظايم	OUM EL ADHAIM	OUM EL ADHAIM	41
803	أولاد خضير	OULED-KHODEIR	OULED-KHODEIR	8
645	ذراع القايد	DRA EL CAID	DRA EL CAID	6
4413	وادي الشرفاء	OUED CHORFA	OUED CHORFA	44
2910	وادي الأبطال	OUED EL ABTAL	OUED EL ABTAL	29
4216	مراد	MERAD	MERAD	42
2246	سيدي علي بن يوب	SIDI ALI BENYOUB	SIDI ALI BENYOUB	22
229	وادي الفضة	OUED FODDA	OUED FODDA	2
1910	أولاد تبان	OULED TEBBEN	OULED TEBBEN	19
1534	بوزقــن	BOUZEGUENE	BOUZEGUENE	15
644	خراطة	KHERRATA	KHERRATA	6
1004	سوق الخميس	SOUK EL KHEMIS	SOUK EL KHEMIS	10
1307	الغزوات	GHAZAOUET	GHAZAOUET	13
613	كنديرة	KENDIRA	KENDIRA	6
3124	بوتليليس	BOUTLELIS	BOUTLELIS	31
1628	حيدرة	HYDRA	HYDRA	16
538	تاكسلانت	TAXLENT	TAXLENT	5
4317	القرارم قوقة	GRAREM GOUGA	GRAREM GOUGA	43
3616	البسباس	BESBES	BESBES	36
1733	حاسي فدول	HASSI FEDOUL	HASSI FEDOUL	17
3530	حمادي	HAMMEDI	HAMMEDI	35
1951	أيت نوال مزادة	AIT NAOUAL MEZADA	AIT NAOUAL MEZADA	19
4805	أولاد يعيش	OULED AICHE	OULED AICHE	48
3613	الذرعـان	DREAN	DREAN	36
1641	عين طاية	AIN TAYA	AIN TAYA	16
1322	سبعة شيوخ	SEBBAA CHIOUKH	SEBBAA CHIOUKH	13
2932	سيدي عبد المومن	SIDI ABDELMOUMENE	SIDI ABDELMOUMENE	29
2820	بوسعادة	BOU SAADA	BOU SAADA	28
3428	العناصر	EL ANNASSEUR	EL ANNASSEUR	34
3018	المنقر	M'NAGUER	M'NAGUER	30
530	إشمول	ICHEMOUL	ICHEMOUL	5
2930	زهانة	ZAHANA	ZAHANA	29
4803	بلعسل بوزقزة	BELAASSEL BOUZAGZA	BELAASSEL BOUZAGZA	48
703	برانيس	BRANIS	BRANIS	7
2708	سور	SOUR	SOUR	27
4807	الحمادنة	EL H'MADNA	EL H'MADNA	48
3220	توسمولين	TOUSMOULINE	TOUSMOULINE	32
1531	أبي يوسف	ABI-YOUCEF	ABI-YOUCEF	15
2658	أولاد عنتر	OULED ANTAR	OULED ANTAR	26
626	صدوق	SEDDOUK	SEDDOUK	6
1567	أيت تودرت	AIT-TOUDERT	AIT-TOUDERT	15
1045	وادي البردي	OUED EL BERDI	OUED EL BERDI	10
1434	مشرع الصفا	MECHRAA SAFA	MECHRAA SAFA	14
104	رقان	REGGANE	REGGANE	1
4703	ضاية بن ضحوة	DHAYET BENDHAHOUA	DHAYET BENDHAHOUA	47
410	أولاد حملة	OULED HAMLA	OULED HAMLA	4
2635	قصر البخاري	KSAR EL BOUKHARI	KSAR EL BOUKHARI	26
2844	عين الريش	AIN RICH	AIN RICH	28
1545	يطــافن	YATAFENE	YATAFENE	15
4202	مناصر	MENACEUR	MENACEUR	42
2138	المرسى	EL MARSA	EL MARSA	21
556	أولاد عمار	OULED AMMAR	OULED AMMAR	5
427	عين الزيتون	AIN ZITOUN	AIN ZITOUN	4
2935	سجرارة	SEDJERARA	SEDJERARA	29
4217	فوكة	FOUKA	FOUKA	42
1613	الحراش	EL HARRACH	EL HARRACH	16
2819	ونوغة	OUANOUGHA	OUANOUGHA	28
2429	سلاوة عنونة	SELLAOUA ANNOUNA	SELLAOUA ANNOUNA	24
1949	عين السبت	AIN-SEBT	AIN-SEBT	19
1228	فركان	FERKANE	FERKANE	12
2251	بن عشيبة شلية	BENACHIBA CHELIA	BENACHIBA CHELIA	22
1702	مجبارة	MOUDJEBARA	MOUDJEBARA	17
1205	العوينات	EL-AOUINET	EL-AOUINET	12
2905	ماوسة	MAOUSSA	MAOUSSA	29
3615	شبيطة مختار	CHEBAITA MOKHTAR	CHEBAITA MOKHTAR	36
4821	واريزان	OUARIZANE	OUARIZANE	48
4710	بونورة	BOUNOURA	BOUNOURA	47
2132	قنواع	KANOUA	KANOUA	21
1402	مدروسة	MEDROUSSA	MEDROUSSA	14
2664	السانق	SANEG	SANEG	26
1029	عين الترك	AIN TURK	AIN TURK	10
2252	حاسي دحو	HASSI DAHOU	HASSI DAHOU	22
2509	أولاد رحمون	OULED RAHMOUN	OULED RAHMOUN	25
4624	سيدي صافي	SIDI SAFI	SIDI SAFI	46
2911	عين فراح	AIN FERAH	AIN FERAH	29
4110	الحدادة	HADDADA	HADDADA	41
2418	قلعة بوصبع	GUELAAT BOU SBAA	GUELAAT BOU SBAA	24
817	العبادلة	ABADLA	ABADLA	8
4305	عين الملوك	AIN MELLOUK	AIN MELLOUK	43
2942	قرجوم	GUERDJOUM	GUERDJOUM	29
2410	بلخير	BELKHEIR	BELKHEIR	24
557	الحاسي	EL HASSI	EL HASSI	5
539	القصبات	GOSBAT	GOSBAT	5
2115	الزيتونة	ZITOUNA	ZITOUNA	21
3518	الاربعطاش	LARBATACHE	LARBATACHE	35
1436	شحيمة	CHEHAIMA	CHEHAIMA	14
1649	الدرارية	DRARIA	DRARIA	16
2632	عزيز	AZIZ	AZIZ	26
610	تينبدار	TINEBDAR	TINEBDAR	6
2914	المطمور	MATEMORE	MATEMORE	29
3208	عين العراك	AIN EL ORAK	AIN EL ORAK	32
611	تيشي	TICHY	TICHY	6
4603	أولاد الكيحل	OULED KIHAL	OULED KIHAL	46
228	الأبيض مجاجة	LABIOD MEDJADJA	LABIOD MEDJADJA	2
2647	البرواقية	BERROUAGHIA	BERROUAGHIA	26
3215	كراكدة	KRAKDA	KRAKDA	32
2947	السهايلية	SEHAILIA	SEHAILIA	29
558	لازرو	LAZROU	LAZROU	5
2121	بني ولبان	BENI OULBANE	BENI OULBANE	21
712	مشونش	M'CHOUNECHE	M'CHOUNECHE	7
423	وادي نيني	OUED NINI	OUED NINI	4
1820	القنار نشفي	EL KENNAR NOUCHFI	EL KENNAR NOUCHFI	18
4322	اعميرة اراس	AMIRA ARRES	AMIRA ARRES	43
1618	القبة	KOUBA	KOUBA	16
1511	تيزي غنيف	TIZI-GHENIFF	TIZI-GHENIFF	15
819	القصابي	KSABI	KSABI	8
2419	حمام دباغ	HAMMAM DEBAGH	HAMMAM DEBAGH	24
1203	الشريعة	CHERIA	CHERIA	12
2250	رجم دموش	REDJEM DEMOUCHE	REDJEM DEMOUCHE	22
2003	عين الحجر	AIN EL HADJAR	AIN EL HADJAR	20
3811	خميستي	KHEMISTI	KHEMISTI	38
205	تاجنة	TADJENA	TADJENA	2
1505	صوامـــع	SOUAMA	SOUAMA	15
2711	خير الدين	KHEIR-EDDINE	KHEIR-EDDINE	27
2602	وزرة	OUZERA	OUZERA	26
3920	ورماس	OURMES	OURMES	39
3102	قديل	GDYEL	GDYEL	31
506	منعة	MENAA	MENAA	5
3206	بوعلام	BOUALEM	BOUALEM	32
4601	عين تموشنت	AIN TEMOUCHENT	AIN TEMOUCHENT	46
214	تلعصة	TALASSA	TALASSA	2
4323	ترعي باينان	TERRAI BAINEN	TERRAI BAINEN	43
1210	بئر مقدم	BIR MOKKADEM	BIR MOKKADEM	12
2726	أولاد مع الله	OULED-MAALAH	OULED-MAALAH	27
2707	عين تادلس	AIN-TEDLES	AIN-TEDLES	27
4009	الولجة	EL OUELDJA	EL OUELDJA	40
3820	سيدي سليمان	SIDI SLIMANE	SIDI SLIMANE	38
2614	سيدي زيان	SIDI ZIANE	SIDI ZIANE	26
1021	الخبوزية	EL KHABOUZIA	EL KHABOUZIA	10
3407	الياشير	EL ACHIR	EL ACHIR	34
1412	ملاكو	MELLAKOU	MELLAKOU	14
204	الكريمية	EL KARIMIA	EL KARIMIA	2
4326	مشيرة	EL MECHIRA	EL MECHIRA	43
2827	الهامل	EL HAMEL	EL HAMEL	28
1808	الشحنة	CHAHNA	CHAHNA	18
4015	انسيغة	ENSIGHA	ENSIGHA	40
2845	بني يلمان	BENI ILMANE	BENI ILMANE	28
805	تيمودي	TIMOUDI	TIMOUDI	8
3432	غيلاسة	GHAILASA	GHAILASA	34
318	تاجرونة	TADJROUNA	TADJROUNA	3
627	تازمالت	TAZMALT	TAZMALT	6
1344	هنين	HONNAINE	HONNAINE	13
3207	الأبيض سيدي الشيخ	EL ABIODH SIDI CHEIKH	EL ABIODH SIDI CHEIKH	32
1805	الطاهير	TAHER	TAHER	18
502	غسيرة	GHASSIRA	GHASSIRA	5
4221	سيدي غيلاس	SIDI GHILES	SIDI GHILES	42
2209	بضرابين المقراني	BEDRABINE EL MOKRANI	BEDRABINE EL MOKRANI	22
1339	مرسى بن مهيدي	MARSA BEN M'HIDI	MARSA BEN M'HIDI	13
3905	النخلة	NAKHLA	NAKHLA	39
2727	مزغران	MAZAGRAN	MAZAGRAN	27
2103	الحدائق	EL HADAIEK	EL HADAIEK	21
402	عين البيضاء	AIN BEIDA	AIN BEIDA	4
2837	عين فارس	AIN FARES	AIN FARES	28
2014	أولاد إبراهيم	OULED BRAHIM	OULED BRAHIM	20
904	وادي العلايق	OUED EL ALLEUG	OUED EL ALLEUG	9
2934	الغمري	EL GHOMRI	EL GHOMRI	29
1818	سلمى بن زيادة	SELMA BENZIADA	SELMA BENZIADA	18
4836	الولجة	EL OULDJA	EL OULDJA	48
420	أولاد زواي	OULED ZOUAI	OULED ZOUAI	4
3623	حمام بني صالح	HAMMAM BENI SALAH	HAMMAM BENI SALAH	36
2922	وادي التاغية	OUED TARIA	OUED TARIA	29
2016	عين السلطان	AIN SOLTANE	AIN SOLTANE	20
2305	البوني	EL BOUNI	EL BOUNI	23
3602	بوحجار	BOUHADJAR	BOUHADJAR	36
2215	عين الثريد	AIN THRID	AIN THRID	22
1541	إيفيغاء	IFIGHA	IFIGHA	15
2308	سرايدي	SERAIDI	SERAIDI	23
815	بوكايس	BOUKAIS	BOUKAIS	8
2812	برهوم	BERHOUM	BERHOUM	28
605	شلاطة	CHELLATA	CHELLATA	6
429	الحرملية	EL HARMILIA	EL HARMILIA	4
2731	الطواهرية	TOUAHRIA	TOUAHRIA	27
507	المعذر	EL MADHER	EL MADHER	5
314	الغيشة	EL GHICHA	EL GHICHA	3
4401	عين الدفلى	AIN-DEFLA	AIN-DEFLA	44
2831	بوطي السايح	BOUTI SAYEH	BOUTI SAYEH	28
1516	بنــــي زمنزار	BENI ZMENZER	BENI ZMENZER	15
1934	بئر حدادة	BIR HADDADA	BIR HADDADA	19
1440	بوقرة	BOUGARA	BOUGARA	14
2706	حاسي ماماش	HASSI MAMECHE	HASSI MAMECHE	27
2413	عين مخلوف	AIN MAKHLOUF	AIN MAKHLOUF	24
1429	قصر الشلالة	KSAR CHELLALA	KSAR CHELLALA	14
503	معافة	MAAFA	MAAFA	5
1010	روراوة	RAOURAOUA	RAOURAOUA	10
2603	أولاد امعرف	OULED EMAARAF	OULED EMAARAF	26
3011	سيدي خويلد	SIDI KHOUILED	SIDI KHOUILED	30
123	أوقروت	AOUGROUT	AOUGROUT	1
2213	تلموني	TILMOUNI	TILMOUNI	22
4502	المشرية	MECHERIA	MECHERIA	45
555	إمدوكل	M DOUKAL	M DOUKAL	5
106	تيت	TIT	TIT	1
608	سوق لإثنين	SOUK EL TENINE	SOUK EL TENINE	6
617	إغيل علي	IGHIL-ALI	IGHIL-ALI	6
3117	الكرمة	EL KERMA	EL KERMA	31
1304	الرمشي	REMCHI	REMCHI	13
3526	سوق الحد	SOUK EL HAD	SOUK EL HAD	35
2659	بوعيشون	BOUAICHOUNE	BOUAICHOUNE	26
4604	حمام بوحجر	HAMMAM BOU HADJAR	HAMMAM BOU HADJAR	46
3101	وهران	ORAN	ORAN	31
561	لارباع	LARBAA	LARBAA	5
4018	مصارة	M'SARA	M'SARA	40
4620	حاسي الغلة	HASSI EL GHELLA	HASSI EL GHELLA	46
1601	الجزائر الوسطى	ALGER CENTRE	ALGER CENTRE	16
2408	رأس العقبة	RAS EL AGBA	RAS EL AGBA	24
4327	سيدي خليفة	SIDI KHELIFA	SIDI KHELIFA	43
405	العامرية	EL AMIRIA	EL AMIRIA	4
3214	شلالة	CHELLALA	CHELLALA	32
2006	يوب	YOUB	YOUB	20
2704	ستيدية	STIDIA	STIDIA	27
2822	سيدي عامر	SIDI AMEUR	SIDI AMEUR	28
4613	عقب الليل	AOUBELLIL	AOUBELLIL	46
731	الغروس	EL GHROUS	EL GHROUS	7
3402	رأس الوادي	RAS EL OUED	RAS EL OUED	34
1944	بني فودة	BENI FOUDA	BENI FOUDA	19
2231	وادي تاوريرة	OUED TAOURIRA	OUED TAOURIRA	22
2702	صيادة	SAYADA	SAYADA	27
2653	الحوضان	EL HAOUDANE	EL HAOUDANE	26
2803	حمام الضلعة	HAMMAM DALAA	HAMMAM DALAA	28
4201	تيبازة	TIPAZA	TIPAZA	42
3908	الرقيبة	REGUIBA	REGUIBA	39
551	رأس العيون	RAS EL AIOUN	RAS EL AIOUN	5
1533	إيلـيــلتـن	ILLILTEN	ILLILTEN	15
2939	المأمونية	EL MAMOUNIA	EL MAMOUNIA	29
1650	الرحمانية	RAHMANIA	RAHMANIA	16
1020	الحاكمية	EL-HAKIMIA	EL-HAKIMIA	10
4405	حمام ريغة	HAMMAM-RIGHA	HAMMAM-RIGHA	44
3217	الشقيق	CHEGUIG	CHEGUIG	32
2645	ثلاث دوائر	TLETAT ED DOUAIR	TLETAT ED DOUAIR	26
3604	بوقوس	BOUGOUS	BOUGOUS	36
4107	الزعرورية	ZAAROURIA	ZAAROURIA	41
917	الأربعاء	LARBAA	LARBAA	9
1707	فيض البطمة	FAIDH EL BOTMA	FAIDH EL BOTMA	17
631	تاسكريوت	TASKRIOUT	TASKRIOUT	6
1301	تلمسان	TLEMCEN	TLEMCEN	13
1101	تمنراست	TAMANRASSET	TAMANRASSET	11
1939	صالح باي	SALAH BEY	SALAH BEY	19
1616	بوروبة	BOUROUBA	BOUROUBA	16
2728	عين بودينار	AIN-BOUDINAR	AIN-BOUDINAR	27
1653	سطاوالي	STAOUELI	STAOUELI	16
2618	شلالة العذاورة	CHELALET EL ADHAOURA	CHELALET EL ADHAOURA	26
711	سيدي عقبة	SIDI OKBA	SIDI OKBA	7
1630	برج الكيفان	BORDJ EL KIFFAN	BORDJ EL KIFFAN	16
1614	براقي	BARAKI	BARAKI	16
1548	واسيف	OUACIF	OUACIF	15
2712	سيدي علي	SIDI ALI	SIDI ALI	27
4429	جمعة أولاد الشيخ	DJEMAA OULED CHEIKH	DJEMAA OULED CHEIKH	44
3107	بطيوة	BETHIOUA	BETHIOUA	31
307	عين ماضي	AIN MADHI	AIN MADHI	3
1441	الفايجة	FAIDJA	FAIDJA	14
4412	جندل	DJENDEL	DJENDEL	44
2220	حاسي زهانة	HASSI ZAHANA	HASSI ZAHANA	22
2434	جبالة الخميسي	DJEBALLAH KHEMISSI	DJEBALLAH KHEMISSI	24
513	جرمة	DJERMA	DJERMA	5
2823	تامسة	TAMSA	TAMSA	28
2247	شيطوان البلايلة	CHETOUANE BELAILA	CHETOUANE BELAILA	22
1827	أولاد رابح	OULED RABAH	OULED RABAH	18
1207	صفصاف الوسرى	SAF SAF EL OUESRA	SAF SAF EL OUESRA	12
1627	المرادية	EL MOURADIA	EL MOURADIA	16
3605	القالة	EL KALA	EL KALA	36
3433	الرابطة	RABTA	RABTA	34
4503	عين الصفراء	AIN SEFRA	AIN SEFRA	45
1414	الرحوية	RAHOUIA	RAHOUIA	14
706	رأس الميعاد	RAS EL MIAD	RAS EL MIAD	7
2416	بني مزلين	BENI MEZLINE	BENI MEZLINE	24
1937	أوريسيا	EL OURICIA	EL OURICIA	19
3017	بن ناصر	BENACEUR	BENACEUR	30
1802	أراقن سويسي	ERRAGUENE SOUISSI	ERRAGUENE SOUISSI	18
3213	بوسمغون	BOUSSEMGHOUN	BOUSSEMGHOUN	32
911	الصومعة	SOUMAA	SOUMAA	9
